,wikidata,osmid,type
750,Q10530892,512356050,way
751,Q10530906,511402087,way
752,Q10531272,693447813,way
753,Q10531278,136335029,way
754,Q10531285,154407066,way
755,Q10531291,243061375,way
756,Q17442582,1084720214,way
757,Q10531401,243008308,way
758,Q10531402,87398521,way
759,Q10531403,429699430,way
760,Q10531447,292188533,way
761,Q10531454,243067639,way
762,Q10531499,136439526,way
763,Q10531544,243042819,way
764,Q10531643,417782059,node
765,Q10531647,711990017,way
766,Q10531660,243061376,way
767,Q2850319,423216355,way
768,Q10531677,148207995,way
769,Q29646093,179432540,way
770,Q10531697,217122634,way
771,Q30286136,500540552,way
772,Q10531708,451564062,way
773,Q10531722,658719394,way
774,Q10531725,397144361,way
775,Q1236653,40842796,way
776,Q10531757,354233937,way
777,Q10531786,106167754,way
778,Q10531787,321386194,way
779,Q10531800,404483168,way
780,Q10531811,153685948,way
781,Q10531824,307577037,way
782,Q10531889,474835225,node
783,Q10531908,117865485,way
784,Q10531967,409513082,way
785,Q10531971,562017181,way
786,Q10532017,318875288,way
787,Q10532023,477379374,way
788,Q10532033,7252358,relation
789,Q10532029,243146944,way
790,Q10532063,510547557,way
791,Q10532077,274860622,way
792,Q10532084,926184285,way
793,Q10532095,308800825,way
794,Q10532134,4593415090,node
795,Q10532140,28585810,way
796,Q10532147,88364569,way
797,Q10532150,113625167,way
798,Q403322,1257127,relation
799,Q10532204,409767572,way
800,Q10532221,317335617,way
801,Q10532241,646572951,way
802,Q10532348,432488826,way
803,Q18290841,232882625,way
804,Q10532359,28454297,way
805,Q10532379,360770837,way
806,Q18290846,3756381192,node
807,Q10532416,322453330,way
808,Q10532421,2451274550,node
809,Q10532431,172672341,way
810,Q10532456,517187778,way
811,Q10532460,997902603,way
812,Q10532511,607932581,way
813,Q10532522,28745257,way
814,Q10532532,152119536,way
815,Q10532544,244196322,way
816,Q10532551,379677348,node
817,Q10532568,243042820,way
818,Q10532569,236298310,way
819,Q10532587,300881158,way
820,Q10532602,790992931,node
821,Q10532606,1079310870,way
822,Q10532629,409767576,way
823,Q10532646,98351044,way
824,Q10532650,169885582,way
825,Q10532691,96832644,way
826,Q10533557,591793058,way
827,Q10534225,88018590,way
828,Q10534239,305570815,way
829,Q10534252,428490148,node
830,Q10534255,428490145,node
831,Q18290918,135174984,way
832,Q10534608,333959774,way
833,Q10534722,211524206,way
834,Q18759755,88598845,way
835,Q10534721,198824078,way
836,Q10534724,8370391,relation
837,Q10535369,253494007,way
838,Q10535443,184350153,way
839,Q10535473,636606125,way
840,Q10536814,331571226,way
841,Q1742893,204344731,way
842,Q10539291,390972346,way
843,Q10539687,352629016,way
844,Q28380135,4567117820,node
845,Q1524537,638342835,way
846,Q10540469,1601321,relation
847,Q10540517,187239305,way
848,Q12573080,325041497,way
849,Q1742892,325041255,way
850,Q1742892,325041255,way
851,Q1742892,325041255,way
852,Q10540787,303209553,way
853,Q18291050,620163522,way
854,Q10540827,377772190,way
855,Q59505,158374310,way
856,Q10541330,503243461,way
857,Q10541415,243067640,way
858,Q10541461,708707597,way
859,Q10541471,301569344,way
860,Q10541618,520650711,way
861,Q26256974,839624665,way
862,Q10541648,217106420,way
863,Q10541657,243138224,way
864,Q10541661,169253375,way
865,Q10541679,471304681,way
866,Q10541745,267370269,way
867,Q10541769,27169014,way
868,Q10541785,390947555,way
869,Q10541838,413742950,way
870,Q10541846,449086794,way
871,Q10541952,243061377,way
872,Q10541958,307803707,node
873,Q10542008,284962876,way
874,Q10542019,2425948422,node
875,Q10542021,2425948423,node
876,Q10542036,130587099,way
877,Q1742894,314016497,way
878,Q10542633,230895801,way
879,Q10542775,971617795,way
880,Q10542798,626503620,way
881,Q1236665,38319501,way
882,Q10542841,185320896,way
883,Q10542947,722201677,way
884,Q10542959,324042780,way
885,Q29248523,2344925557,node
886,Q10543531,243061378,way
887,Q10543564,566431928,way
888,Q10543587,485634797,way
889,Q10543605,140743575,way
890,Q10543605,140743575,way
